#Selection names:,"Selection 1, Selection 2, Selection 3"
"#Areas (µm^2): 4831309.1, 3763197.0, 664959.6"
Selection,X,Y
Selection 2,7715.3366074761325,5468.340084887267
Selection 2,7593.965279901737,5527.721505584222
Selection 2,7474.196551680058,5578.220434124095
Selection 2,7343.141432272223,5609.641610794922
Selection 2,6904.421335001269,5659.867756466248
Selection 2,6665.361248577869,5622.036182384553
Selection 2,6281.112480370012,5495.976399256995
Selection 2,6024.219213915314,5368.10942962531
Selection 2,5909.155990176081,5341.359659578361
Selection 2,5782.823424179976,5328.010347948813
Selection 2,5699.2154749701385,5318.462947549648
Selection 2,5628.343075935616,5307.841464605575
Selection 2,5586.061731310739,5252.159661563298
Selection 2,5597.757296799718,5162.37999995257
Selection 2,5666.242845734448,5112.528930725497
Selection 2,5793.530151770469,5120.61012320622
Selection 2,5930.126173195677,5167.8527062528065
Selection 2,6097.052239817522,5181.525947538754
Selection 2,6238.9504782501235,5182.923959740061
Selection 2,6325.354451862575,5136.67021459196
Selection 2,6405.552615215568,5144.683211355545
Selection 2,6479.988240470493,5107.755230525914
Selection 2,6547.314462213897,5048.442005546096
Selection 2,6621.57959817598,4961.2708301158555
Selection 2,6663.980285305846,4884.09032724617
Selection 2,6688.85467313153,4805.5288611044625
Selection 2,6714.4621649164355,4684.958833206425
Selection 2,6738.842133792877,4573.850961061133
Selection 2,6734.528754683968,4461.822446734493
Selection 2,6695.691293774505,4384.880628874786
Selection 2,6678.0797498239,4287.15616621761
Selection 2,6710.779596191043,4197.069623879766
Selection 2,6728.715069798048,4131.090267549817
Selection 2,6757.595956005525,4060.8657278280957
Selection 2,6814.880358400519,3968.4093843197447
Selection 2,6838.970495479129,3842.110916182208
Selection 2,6832.764685219671,3774.972232660931
Selection 2,6885.2583384858,3686.692876827215
Selection 2,6921.112236770523,3569.021166907496
Selection 2,6907.21735940388,3504.4398227788533
Selection 2,6924.04465260741,3436.653279944776
Selection 2,6944.588612394902,3362.2176546898504
Selection 2,6960.802144144199,3298.5058059547027
Selection 2,6974.935706520821,3187.005808435873
Selection 2,6946.958413565409,3096.8169725223242
Selection 2,6831.34962408908,2999.808564895086
Selection 2,6630.342747828071,2823.6078807426234
Selection 2,6335.498564786689,2727.076843135343
Selection 2,6194.998338555393,2732.7882344455584
Selection 2,6018.047501514425,2777.4564291702272
Selection 2,5886.736648167325,2838.2529109977722
Selection 2,5806.419142309343,2853.1366262629003
Selection 2,5710.433670439158,2868.054439386597
Selection 2,5495.327329660095,2945.3883826198403
Selection 2,5376.888417922585,3000.7633049350025
Selection 2,5385.822056867519,2930.8967927282497
Selection 2,5448.152942330645,2896.9353255940737
Selection 2,5519.0935370823045,2878.522481967111
Selection 2,5609.486960147264,2845.362314509294
Selection 2,5746.7649387438405,2783.508799066127
Selection 2,5884.554385218945,2743.904136338873
Selection 2,5959.43328263526,2731.8164454763573
Selection 2,6110.111719649238,2703.873250379513
Selection 2,6264.830752903577,2689.09182869009
Selection 2,6402.603150449398,2706.5328833478525
Selection 2,6505.9537597703675,2730.77646079002
Selection 2,6583.407045508601,2763.203524288615
Selection 2,6734.05138466401,2829.114684901428
Selection 2,6819.1937375094285,2907.710248901704
Selection 2,6917.855891277236,3007.190751275155
Selection 2,7030.532264916679,3095.1461774524705
Selection 2,7158.927751356175,3102.545412761824
Selection 2,7256.243039710529,3054.654970402437
Selection 2,7335.350071589332,2960.9370061270533
Selection 2,7373.8977007009635,2897.497940260453
Selection 2,7418.617042213486,2831.331045708377
Selection 2,7459.96069572773,2743.222179167504
Selection 2,7491.023844883588,2654.857578687367
Selection 2,7526.70725387547,2560.542901887036
Selection 2,7609.599148055371,2498.416603575321
Selection 2,7732.67536855819,2401.220657725956
Selection 2,7797.069174464706,2443.723638431528
Selection 2,7818.295091423567,2549.2053639130263
Selection 2,7820.630794735505,2623.4534509458254
Selection 2,7826.563822126416,2699.917898785573
Selection 2,7834.355182809306,2806.422560024125
Selection 2,7853.739815405469,2925.662771437993
Selection 2,7875.5283470307095,3108.6659783748605
Selection 2,7891.111068396491,3180.0498452879096
Selection 2,7925.106633389233,3273.460928836177
Selection 2,7999.695699007718,3464.1361539509458
Selection 2,8040.238052845603,3532.331871087845
Selection 2,8084.855100782419,3627.9422665137768
Selection 2,8119.396231512259,3728.2240685635866
Selection 3,9756.758351039918,1547.5125727476873
Selection 3,9758.872418271161,1613.3896355019315
Selection 3,9759.43503293754,1617.5836721058508
Selection 3,9732.68526289059,1743.5752595162714
Selection 3,9715.244208232827,1829.4507163209114
Selection 3,9699.797878301322,1906.7505616955864
Selection 3,9668.990463084729,2005.1910793826999
Selection 3,9612.814241093209,2098.4316736381247
Selection 3,9595.185648213319,2175.9020083056416
Selection 3,9789.031974174955,2444.559035966455
Selection 3,9728.116149842419,2412.1149235385756
Selection 3,9635.50636597051,2376.4656124052613
Selection 3,9544.601475027022,2310.8101857317124
Selection 3,9425.804535774545,2276.439544294715
Selection 3,9344.378849513088,2262.1184436959666
Selection 3,9194.723348256164,2273.9163027606496
Selection 3,9111.473426561295,2297.1198955164796
Selection 3,8998.797052921855,2305.865996239287
Selection 3,8900.424730951878,2311.85017041805
Selection 3,8814.24239342012,2292.0393145897806
Selection 3,8692.427793684337,2189.3706624401793
Selection 3,8757.4183121158,2099.1136308094938
Selection 3,8744.495223718357,2024.6439076960005
Selection 3,8646.65141855619,1951.2994139152656
Selection 3,8463.153792670082,1930.2269373199638
Selection 3,8371.601042413795,1914.2350416513611
Selection 3,8249.99102982942,1898.1238034777687
Selection 3,8173.611826636093,1890.7757149562678
Selection 3,8019.080331603881,1844.0445997882077
Selection 3,7965.20571506573,1798.847888255728
Selection 3,7733.851744678801,1720.610351770421
Selection 3,7851.5064056692345,1716.6550001764806
Selection 3,7927.544630276878,1717.4222019942708
Selection 3,8060.423985118125,1723.0994954459177
Selection 3,8181.096306591867,1731.4534707951877
Selection 3,8286.049515265555,1736.0055349140757
Selection 3,8373.186592837228,1731.18068792664
Selection 3,8539.413653358419,1732.1013301079884
Selection 3,8715.136967490922,1739.5005654173417
Selection 3,8799.154091003584,1767.4096626556175
Selection 3,8920.66181001225,1815.3342028735733
Selection 3,9044.147204817891,1830.5247988658175
Selection 3,9122.384741303198,1831.5988814107238
Selection 3,9219.35905107187,1803.4340502331845
Selection 3,9338.258283900052,1766.8981947770908
Selection 3,9444.882287643592,1745.075565293283
Selection 3,9525.915848531515,1716.3310705200804
Selection 3,9585.160877794193,1668.423579231409
Selection 3,9641.76332301782,1618.9816843071574
Selection 3,9680.328001058739,1527.6505701315655
Selection 3,9728.798107013787,1443.6504955481903
Selection 3,9756.758351039918,1547.5125727476873
