,cell_id,banksy_leiden_0.7
abcfadoh-1,abcfadoh-1,2
abcfdpcn-1,abcfdpcn-1,2
abcfedpn-1,abcfedpn-1,20
abcfmopb-1,abcfmopb-1,2
abcggghh-1,abcggghh-1,14
abcgiflf-1,abcgiflf-1,6
abcgjdmo-1,abcgjdmo-1,6
abcgmnoa-1,abcgmnoa-1,6
abcgnhbn-1,abcgnhbn-1,20
abcihagk-1,abcihagk-1,2
abciiddi-1,abciiddi-1,1
abcijmmb-1,abcijmmb-1,17
abcjfkfp-1,abcjfkfp-1,1
abcjmbco-1,abcjmbco-1,1
abcmbkmh-1,abcmbkmh-1,1
abcmcmjk-1,abcmcmjk-1,1
abcmekga-1,abcmekga-1,1
abcmkdam-1,abcmkdam-1,1
abcohigm-1,abcohigm-1,1
abcomdkd-1,abcomdkd-1,17
abcoodbf-1,abcoodbf-1,17
abcpppmg-1,abcpppmg-1,11
abdahbdh-1,abdahbdh-1,20
abdahgbg-1,abdahgbg-1,20
abdahlbb-1,abdahlbb-1,20
abdbepcm-1,abdbepcm-1,2
abdbhhce-1,abdbhhce-1,2
abdbkklk-1,abdbkklk-1,11
abdccijl-1,abdccijl-1,20
abdcckbn-1,abdcckbn-1,11
abdceang-1,abdceang-1,14
abdcehae-1,abdcehae-1,14
abdchcdf-1,abdchcdf-1,14
abdchioj-1,abdchioj-1,14
abdcjmdc-1,abdcjmdc-1,14
abddbbii-1,abddbbii-1,14
abddfabg-1,abddfabg-1,14
abddfici-1,abddfici-1,14
abdeafnm-1,abdeafnm-1,14
abdegncl-1,abdegncl-1,11
abdehpoa-1,abdehpoa-1,14
abdejadk-1,abdejadk-1,11
abdfeaie-1,abdfeaie-1,11
abdfmphb-1,abdfmphb-1,14
abdgbbni-1,abdgbbni-1,14
abdgfmhc-1,abdgfmhc-1,11
