,cell_id,banksy_leiden_0.7
acdiodgi-1,acdiodgi-1,5
acdlikhi-1,acdlikhi-1,5
acdlpkce-1,acdlpkce-1,5
acdphohl-1,acdphohl-1,5
aceabnnh-1,aceabnnh-1,5
acebcajj-1,acebcajj-1,5
acebcobj-1,acebcobj-1,5
acebjdln-1,acebjdln-1,5
acedealb-1,acedealb-1,2
aceeoipn-1,aceeoipn-1,2
acehlpgg-1,acehlpgg-1,2
aceidpbg-1,aceidpbg-1,2
aceigbhf-1,aceigbhf-1,2
aceiljpf-1,aceiljpf-1,2
acekjlfc-1,acekjlfc-1,2
acekknln-1,acekknln-1,2
aceklfgd-1,aceklfgd-1,18
acemkian-1,acemkian-1,0
acenagdd-1,acenagdd-1,0
aceneefd-1,aceneefd-1,3
acenhakk-1,acenhakk-1,3
aceocajm-1,aceocajm-1,0
aceohhhj-1,aceohhhj-1,11
aceohpcl-1,aceohpcl-1,11
aceomfbg-1,aceomfbg-1,2
acfbfhnb-1,acfbfhnb-1,0
acfbjocb-1,acfbjocb-1,7
acfdlccm-1,acfdlccm-1,2
acfgggbe-1,acfgggbe-1,2
acfgkbkj-1,acfgkbkj-1,7
acfiania-1,acfiania-1,7
acflnnla-1,acflnnla-1,2
acfmmdml-1,acfmmdml-1,2
acfmppdm-1,acfmppdm-1,2
acfofjgh-1,acfofjgh-1,2
acfohbkj-1,acfohbkj-1,2
acfoklee-1,acfoklee-1,2
acfomodb-1,acfomodb-1,2
acgaepkl-1,acgaepkl-1,5
acgbomdh-1,acgbomdh-1,5
acgcfhjj-1,acgcfhjj-1,5
acgcfjnf-1,acgcfjnf-1,5
acgeekdm-1,acgeekdm-1,5
acgegfof-1,acgegfof-1,5
acgeophd-1,acgeophd-1,5
acgfbogo-1,acgfbogo-1,5
acggcjja-1,acggcjja-1,5
acghapja-1,acghapja-1,5
acgimjfj-1,acgimjfj-1,5
acgjbajf-1,acgjbajf-1,4
acgjjbhl-1,acgjjbhl-1,4
acgjmpjj-1,acgjmpjj-1,4
acgldphm-1,acgldphm-1,12
