,cell_id,banksy_leiden_0.7
adbdenek-1,adbdenek-1,NA
adbdknjh-1,adbdknjh-1,NA
adbdlmcg-1,adbdlmcg-1,NA
adbeaamk-1,adbeaamk-1,NA
adbeaodb-1,adbeaodb-1,NA
adbecbhi-1,adbecbhi-1,NA
adbecdbj-1,adbecdbj-1,NA
adbecdkp-1,adbecdkp-1,NA
adbeejpj-1,adbeejpj-1,NA
adbehaco-1,adbehaco-1,NA
adbehfhl-1,adbehfhl-1,NA
adbekcpe-1,adbekcpe-1,NA
adbenbdi-1,adbenbdi-1,NA
adbendff-1,adbendff-1,NA
adbenicd-1,adbenicd-1,NA
adbffdko-1,adbffdko-1,NA
adbffgkb-1,adbffgkb-1,NA
adbfifik-1,adbfifik-1,NA
adbfjjig-1,adbfjjig-1,NA
adbfjjjb-1,adbfjjjb-1,NA
adbfpbfg-1,adbfpbfg-1,NA
adbfpgmg-1,adbfpgmg-1,NA
adbghgnd-1,adbghgnd-1,NA
adbgicnh-1,adbgicnh-1,NA
adbgoahd-1,adbgoahd-1,NA
adbgogjo-1,adbgogjo-1,NA
adbhannc-1,adbhannc-1,NA
adbhanob-1,adbhanob-1,NA
adbhblpl-1,adbhblpl-1,NA
adbhhmef-1,adbhhmef-1,NA
adbhjcgg-1,adbhjcgg-1,NA
adbhlemj-1,adbhlemj-1,NA
adbhngog-1,adbhngog-1,NA
adbhpkan-1,adbhpkan-1,NA
adbiamme-1,adbiamme-1,NA
adbigdce-1,adbigdce-1,NA
adbjadle-1,adbjadle-1,NA
adbjbehn-1,adbjbehn-1,NA
adbjdefi-1,adbjdefi-1,NA
adbjgfcb-1,adbjgfcb-1,NA
adbjgjmn-1,adbjgjmn-1,NA
adbjjfcl-1,adbjjfcl-1,NA
adbjlahc-1,adbjlahc-1,NA
adbjljde-1,adbjljde-1,NA
adbjnnkf-1,adbjnnkf-1,NA
adbjojof-1,adbjojof-1,NA
adbjpopn-1,adbjpopn-1,NA
adbkbjin-1,adbkbjin-1,NA
adbkhbco-1,adbkhbco-1,NA
adbknflb-1,adbknflb-1,NA
adbkodnh-1,adbkodnh-1,NA
