,cell_id,banksy_leiden_0.7
bdeoelbd-1,bdeoelbd-1,13
bdepdifg-1,bdepdifg-1,13
bdephbpp-1,bdephbpp-1,13
bdepmhoa-1,bdepmhoa-1,13
bdepnggk-1,bdepnggk-1,13
bdepoepf-1,bdepoepf-1,13
bdeppljf-1,bdeppljf-1,13
bdfalffn-1,bdfalffn-1,13
bdfaohfp-1,bdfaohfp-1,13
bdfbaojj-1,bdfbaojj-1,13
bdfbgnkn-1,bdfbgnkn-1,13
bdfbkpid-1,bdfbkpid-1,13
bdfbodia-1,bdfbodia-1,13
bdfceiof-1,bdfceiof-1,13
bdfcgjjk-1,bdfcgjjk-1,2
bdfdegkf-1,bdfdegkf-1,13
bdfdihfm-1,bdfdihfm-1,13
bdfdokii-1,bdfdokii-1,13
bdfefgcl-1,bdfefgcl-1,13
bdfefhke-1,bdfefhke-1,13
bdffdamk-1,bdffdamk-1,13
bdffgbik-1,bdffgbik-1,13
bdffjnji-1,bdffjnji-1,13
bdffpcmb-1,bdffpcmb-1,13
bdfhbeek-1,bdfhbeek-1,13
bdfhhloj-1,bdfhhloj-1,13
bdfjcleh-1,bdfjcleh-1,13
bdfjgcja-1,bdfjgcja-1,13
bdfjjfno-1,bdfjjfno-1,13
bdfjoboi-1,bdfjoboi-1,13
bdfjofgb-1,bdfjofgb-1,13
bdfkbjmh-1,bdfkbjmh-1,13
bdfkckpk-1,bdfkckpk-1,13
bdflckal-1,bdflckal-1,13
bdfleclb-1,bdfleclb-1,13
bdflhjag-1,bdflhjag-1,13
bdflkple-1,bdflkple-1,13
bdfllkpd-1,bdfllkpd-1,13
bdfodmhn-1,bdfodmhn-1,13
bdfolfif-1,bdfolfif-1,13
bdfpclej-1,bdfpclej-1,13
bdfpfpce-1,bdfpfpce-1,13
bdgbbfmf-1,bdgbbfmf-1,13
bdgbdejl-1,bdgbdejl-1,13
bdgbeeag-1,bdgbeeag-1,13
bdgbknbi-1,bdgbknbi-1,13
bdgcbbcm-1,bdgcbbcm-1,13
bdgcifcj-1,bdgcifcj-1,13
bdgdbcje-1,bdgdbcje-1,13
bdgekjgn-1,bdgekjgn-1,13
bdgenphm-1,bdgenphm-1,13
bdgfajol-1,bdgfajol-1,13
bdgfjdhh-1,bdgfjdhh-1,13
bdgfodlh-1,bdgfodlh-1,13
bdggdeig-1,bdggdeig-1,2
