,cell_id,initial_cell_type,banksy_leiden_0.7
kjdhlfbd-1,kjdhlfbd-1,Endothelial-Mural Cell,10
kjdicadd-1,kjdicadd-1,Myeloid,10
kjdjaoah-1,kjdjaoah-1,Myeloid,10
kjdjcmnl-1,kjdjcmnl-1,Endothelial-Mural Cell,10
kjdjnhjo-1,kjdjnhjo-1,Fibroblast,1
kjdkfbef-1,kjdkfbef-1,Lymphocyte,1
kjdklbga-1,kjdklbga-1,Fibroblast,1
kjdkonci-1,kjdkonci-1,Hepatocyte,1
kjdmacfl-1,kjdmacfl-1,Fibroblast,1
kjdnigim-1,kjdnigim-1,Lymphocyte,4
kjdnlefd-1,kjdnlefd-1,Fibroblast,4
kjdnmiog-1,kjdnmiog-1,Hepatocyte,10
kjdnnkpb-1,kjdnnkpb-1,Myeloid,4
kjdojjjh-1,kjdojjjh-1,Lymphocyte,4
kjdpfcmj-1,kjdpfcmj-1,Hepatocyte,4
kjdpmiba-1,kjdpmiba-1,Myeloid,4
kjeadmfc-1,kjeadmfc-1,Fibroblast,4
kjeaocnj-1,kjeaocnj-1,Fibroblast,7
kjeddhoo-1,kjeddhoo-1,Fibroblast,10
kjedhbge-1,kjedhbge-1,Lymphocyte,7
kjegjlep-1,kjegjlep-1,Lymphocyte,7
kjejhpei-1,kjejhpei-1,Fibroblast,7
kjejiggd-1,kjejiggd-1,Fibroblast,3
kjekjjid-1,kjekjjid-1,Myeloid,9
kjekjlme-1,kjekjlme-1,Myeloid,4
kjelajaj-1,kjelajaj-1,Fibroblast,7
kjelmgej-1,kjelmgej-1,Fibroblast,4
kjemjjak-1,kjemjjak-1,Myeloid,4
kjemodba-1,kjemodba-1,Hepatocyte,4
kjendgbb-1,kjendgbb-1,Myeloid,4
kjepbmjc-1,kjepbmjc-1,Fibroblast,7
kjfacbgh-1,kjfacbgh-1,Lymphocyte,6
kjfccopn-1,kjfccopn-1,Myeloid,17
kjfemaod-1,kjfemaod-1,Tumor,0
kjffaage-1,kjffaage-1,Tumor,0
kjfhjdkc-1,kjfhjdkc-1,Tumor,0
kjfiigfa-1,kjfiigfa-1,Myeloid,6
kjfkeaig-1,kjfkeaig-1,Tumor,2
kjfkfocf-1,kjfkfocf-1,Tumor,0
kjflkejl-1,kjflkejl-1,Tumor,0
kjfnmifd-1,kjfnmifd-1,Tumor,0
kjfnngeh-1,kjfnngeh-1,Tumor,0
kjgakjcc-1,kjgakjcc-1,Tumor,0
kjgaknid-1,kjgaknid-1,Tumor,17
kjgapdha-1,kjgapdha-1,Tumor,0
kjgdjifm-1,kjgdjifm-1,Tumor,0
kjgecehn-1,kjgecehn-1,Tumor,0
kjgehjgh-1,kjgehjgh-1,Tumor,0
kjgejlnd-1,kjgejlnd-1,Tumor,0
kjgeklef-1,kjgeklef-1,Tumor,5
kjgflboh-1,kjgflboh-1,Tumor,0
kjgfmmbf-1,kjgfmmbf-1,Tumor,0
kjggbobi-1,kjggbobi-1,Tumor,5
kjgggccp-1,kjgggccp-1,Tumor,0
kjghikdp-1,kjghikdp-1,Tumor,0
kjgicaap-1,kjgicaap-1,Tumor,5
kjgiiill-1,kjgiiill-1,Fibroblast,6
kjgijlek-1,kjgijlek-1,Tumor,2
kjgjdebl-1,kjgjdebl-1,Cholangiocyte,0
kjgleoba-1,kjgleoba-1,Myeloid,4
kjglofbo-1,kjglofbo-1,Lymphocyte,4
kjgmgbbi-1,kjgmgbbi-1,Myeloid,4
kjgmijil-1,kjgmijil-1,Lymphocyte,4
kjgnjafo-1,kjgnjafo-1,Endothelial-Mural Cell,3
kjgnobdi-1,kjgnobdi-1,Tumor,17
kjgonbkk-1,kjgonbkk-1,Tumor,17
kjgpfadh-1,kjgpfadh-1,Tumor,17
kjhaooia-1,kjhaooia-1,Myeloid,2
kjhapmcd-1,kjhapmcd-1,Fibroblast,2
kjhbcjkh-1,kjhbcjkh-1,Fibroblast,2
kjhbmbpo-1,kjhbmbpo-1,Myeloid,3
kjheanpj-1,kjheanpj-1,Myeloid,4
kjhficoe-1,kjhficoe-1,Lymphocyte,4
kjhhpmae-1,kjhhpmae-1,Fibroblast,1
kjhibinp-1,kjhibinp-1,Endothelial-Mural Cell,1
kjhkadhd-1,kjhkadhd-1,Lymphocyte,1
kjhkogff-1,kjhkogff-1,Fibroblast,7
kjhlheaf-1,kjhlheaf-1,Lymphocyte,3
kjhndgan-1,kjhndgan-1,Fibroblast,4
kjhnoklh-1,kjhnoklh-1,Fibroblast,1
kjhpnkdj-1,kjhpnkdj-1,Myeloid,1
kjibcdom-1,kjibcdom-1,Fibroblast,4
kjibikii-1,kjibikii-1,Fibroblast,1
kjichecj-1,kjichecj-1,Myeloid,1
kjidmiea-1,kjidmiea-1,Fibroblast,1
kjiebiob-1,kjiebiob-1,Endothelial-Mural Cell,7
kjiepnoj-1,kjiepnoj-1,Myeloid,7
kjihkddo-1,kjihkddo-1,Myeloid,1
kjiijkjp-1,kjiijkjp-1,Endothelial-Mural Cell,7
kjikkndh-1,kjikkndh-1,Fibroblast,3
kjimgaac-1,kjimgaac-1,Myeloid,3
kjimghpf-1,kjimghpf-1,Endothelial-Mural Cell,3
kjimnkbp-1,kjimnkbp-1,Fibroblast,1
kjimpbgl-1,kjimpbgl-1,Lymphocyte,3
kjiolfhm-1,kjiolfhm-1,Fibroblast,1
kjjcabgo-1,kjjcabgo-1,Lymphocyte,3
kjjcadin-1,kjjcadin-1,Fibroblast,1
kjjcgdek-1,kjjcgdek-1,Lymphocyte,9
kjjdaago-1,kjjdaago-1,Fibroblast,1
kjjdeemo-1,kjjdeemo-1,Fibroblast,9
kjjdfcma-1,kjjdfcma-1,Myeloid,9
kjjdhlck-1,kjjdhlck-1,Myeloid,1
kjjdkggg-1,kjjdkggg-1,Fibroblast,3
kjjeande-1,kjjeande-1,Smooth muscle,3
kjjfddmm-1,kjjfddmm-1,Endothelial-Mural Cell,3
kjjgkama-1,kjjgkama-1,Fibroblast,3
kjjgldia-1,kjjgldia-1,Myeloid,1
kjjgljad-1,kjjgljad-1,Fibroblast,3
kjjhdmci-1,kjjhdmci-1,Necrosis,1
kjjhiaha-1,kjjhiaha-1,Endothelial-Mural Cell,1
kjjimfab-1,kjjimfab-1,Lymphocyte,1
kjjjgama-1,kjjjgama-1,Lymphocyte,1
kjjkbgbc-1,kjjkbgbc-1,Endothelial-Mural Cell,3
kjjkjnkk-1,kjjkjnkk-1,Endothelial-Mural Cell,3
kjjldkll-1,kjjldkll-1,Endothelial-Mural Cell,3
kjjllbli-1,kjjllbli-1,Myeloid,3
kjjoeckh-1,kjjoeckh-1,Myeloid,1
kjkamhgk-1,kjkamhgk-1,Myeloid,1
kjkaocef-1,kjkaocef-1,Lymphocyte,1
kjkclbfh-1,kjkclbfh-1,Fibroblast,1
kjkcooch-1,kjkcooch-1,Myeloid,1
kjkebdfb-1,kjkebdfb-1,Lymphocyte,1
kjkehofm-1,kjkehofm-1,Endothelial-Mural Cell,1
kjkeniaj-1,kjkeniaj-1,Endothelial-Mural Cell,3
kjkgigah-1,kjkgigah-1,Endothelial-Mural Cell,3
kjkhiodn-1,kjkhiodn-1,Endothelial-Mural Cell,1
kjkimaoj-1,kjkimaoj-1,Hepatocyte,1
kjkkmjfh-1,kjkkmjfh-1,Myeloid,1
kjkkpmdk-1,kjkkpmdk-1,Lymphocyte,1
kjknnjag-1,kjknnjag-1,Lymphocyte,1
kjlcfhkb-1,kjlcfhkb-1,Lymphocyte,1
kjlckioe-1,kjlckioe-1,Lymphocyte,1
kjledpko-1,kjledpko-1,Lymphocyte,1
kjleholn-1,kjleholn-1,Myeloid,1
kjlhmigh-1,kjlhmigh-1,Myeloid,1
kjlhmonp-1,kjlhmonp-1,Fibroblast,4
kjlilomd-1,kjlilomd-1,Lymphocyte,1
kjljkncg-1,kjljkncg-1,Fibroblast,1
kjlldedf-1,kjlldedf-1,Lymphocyte,1
kjlmcafn-1,kjlmcafn-1,Fibroblast,3
kjlofmce-1,kjlofmce-1,Fibroblast,3
kjmabijg-1,kjmabijg-1,Fibroblast,3
kjmbcifj-1,kjmbcifj-1,Cholangiocyte,4
kjmbjake-1,kjmbjake-1,Fibroblast,4
kjmckknc-1,kjmckknc-1,Fibroblast,4
kjmefbdh-1,kjmefbdh-1,Myeloid,1
kjmfchpj-1,kjmfchpj-1,Myeloid,1
kjmgnidm-1,kjmgnidm-1,Myeloid,4
kjmgoajo-1,kjmgoajo-1,Endothelial-Mural Cell,4
kjmhalga-1,kjmhalga-1,Fibroblast,1
kjmicalb-1,kjmicalb-1,Fibroblast,4
kjminjhf-1,kjminjhf-1,Fibroblast,4
kjmjikhg-1,kjmjikhg-1,Fibroblast,4
kjmjjlma-1,kjmjjlma-1,Fibroblast,1
kjmkknkl-1,kjmkknkl-1,Lymphocyte,1
kjmlcddn-1,kjmlcddn-1,Lymphocyte,4
kjmnfalb-1,kjmnfalb-1,Myeloid,4
kjmnhhep-1,kjmnhhep-1,Cholangiocyte,4
kjmnlfjo-1,kjmnlfjo-1,Myeloid,4
kjnafldo-1,kjnafldo-1,Lymphocyte,4
kjnbghio-1,kjnbghio-1,Lymphocyte,1
kjnfdpak-1,kjnfdpak-1,Myeloid,1
kjnhgldd-1,kjnhgldd-1,Myeloid,4
kjnifcfk-1,kjnifcfk-1,Myeloid,4
kjnifljf-1,kjnifljf-1,Fibroblast,4
kjnjiohg-1,kjnjiohg-1,Fibroblast,4
kjnjjaib-1,kjnjjaib-1,Lymphocyte,4
kjnkgkad-1,kjnkgkad-1,Myeloid,3
kjnkmgop-1,kjnkmgop-1,Lymphocyte,3
kjnmcffl-1,kjnmcffl-1,Endothelial-Mural Cell,3
kjnmnndd-1,kjnmnndd-1,Smooth muscle,3
kjnndglc-1,kjnndglc-1,Myeloid,4
kjnomanj-1,kjnomanj-1,Endothelial-Mural Cell,3
kjnplecl-1,kjnplecl-1,Myeloid,3
kjoamhhj-1,kjoamhhj-1,Lymphocyte,3
kjoblcfk-1,kjoblcfk-1,Fibroblast,1
kjocbafn-1,kjocbafn-1,Fibroblast,4
kjocgpfk-1,kjocgpfk-1,Fibroblast,1
kjoegipj-1,kjoegipj-1,Myeloid,1
kjoeoncf-1,kjoeoncf-1,Fibroblast,1
kjoighab-1,kjoighab-1,Fibroblast,1
kjoinnga-1,kjoinnga-1,Lymphocyte,1
kjojlkkf-1,kjojlkkf-1,Lymphocyte,1
kjokgmao-1,kjokgmao-1,Fibroblast,1
kjolibkj-1,kjolibkj-1,Lymphocyte,1
kjolkffk-1,kjolkffk-1,Tumor,17
kjolmmih-1,kjolmmih-1,Tumor,0
kjommdpn-1,kjommdpn-1,Lymphocyte,1
kjomnddi-1,kjomnddi-1,Lymphocyte,1
kjomojkd-1,kjomojkd-1,Endothelial-Mural Cell,1
kjonihme-1,kjonihme-1,Fibroblast,1
kjoofehi-1,kjoofehi-1,Myeloid,1
kjopafdh-1,kjopafdh-1,Tumor,1
kjopagml-1,kjopagml-1,Lymphocyte,3
kjpadgii-1,kjpadgii-1,Fibroblast,1
kjpbphgc-1,kjpbphgc-1,Endothelial-Mural Cell,3
kjpchfpo-1,kjpchfpo-1,Tumor,2
kjpcmhcj-1,kjpcmhcj-1,Tumor,2
kjpfbdgd-1,kjpfbdgd-1,Fibroblast,1
kjpfkohj-1,kjpfkohj-1,Cholangiocyte,3
kjphbakm-1,kjphbakm-1,Lymphocyte,1
kjphlmfc-1,kjphlmfc-1,Lymphocyte,2
kjphmgja-1,kjphmgja-1,Myeloid,3
kjpjlhoj-1,kjpjlhoj-1,Tumor,2
kjpknjko-1,kjpknjko-1,Endothelial-Mural Cell,2
kjpmaffj-1,kjpmaffj-1,Endothelial-Mural Cell,3
kjpmajee-1,kjpmajee-1,Tumor,0
kjpohfll-1,kjpohfll-1,Tumor,0
kjpopkop-1,kjpopkop-1,Tumor,0
kjppcfol-1,kjppcfol-1,Tumor,0
kjppdalf-1,kjppdalf-1,Myeloid,1
kjppegep-1,kjppegep-1,Tumor,2
kjpppnaj-1,kjpppnaj-1,Fibroblast,1
kkabhobn-1,kkabhobn-1,Myeloid,1
kkabmhpn-1,kkabmhpn-1,Fibroblast,1
kkabmoml-1,kkabmoml-1,Myeloid,1
kkadalmd-1,kkadalmd-1,Fibroblast,1
kkadhhkd-1,kkadhhkd-1,Fibroblast,1
kkaemmfd-1,kkaemmfd-1,Fibroblast,1
kkaeonnc-1,kkaeonnc-1,Fibroblast,1
kkaffbdh-1,kkaffbdh-1,Fibroblast,1
kkafgjdn-1,kkafgjdn-1,Myeloid,1
kkagdidm-1,kkagdidm-1,Lymphocyte,1
kkaimadm-1,kkaimadm-1,Tumor,17
kkajhkpl-1,kkajhkpl-1,Tumor,1
kkakjhkm-1,kkakjhkm-1,Tumor,2
kkalfaho-1,kkalfaho-1,Tumor,17
kkalkkbf-1,kkalkkbf-1,Tumor,17
kkaloifa-1,kkaloifa-1,Endothelial-Mural Cell,4
kkamgpoc-1,kkamgpoc-1,Myeloid,4
kkamjkob-1,kkamjkob-1,Myeloid,4
kkanoacc-1,kkanoacc-1,Myeloid,4
kkaopiik-1,kkaopiik-1,Lymphocyte,4
kkapbgaf-1,kkapbgaf-1,Myeloid,1
kkbbabfb-1,kkbbabfb-1,Tumor,17
kkbejnpj-1,kkbejnpj-1,Tumor,2
kkbenibb-1,kkbenibb-1,Fibroblast,4
kkbfaokk-1,kkbfaokk-1,Myeloid,4
kkbfdlbe-1,kkbfdlbe-1,Fibroblast,4
kkbgglhm-1,kkbgglhm-1,Fibroblast,4
kkbgifnn-1,kkbgifnn-1,Myeloid,1
kkbigeef-1,kkbigeef-1,Fibroblast,4
kkbjfldi-1,kkbjfldi-1,Fibroblast,4
kkbkkopm-1,kkbkkopm-1,Myeloid,1
kkblkdbp-1,kkblkdbp-1,Tumor,2
kkblkimc-1,kkblkimc-1,Lymphocyte,1
kkbmihij-1,kkbmihij-1,Myeloid,1
kkbpfolc-1,kkbpfolc-1,Fibroblast,1
kkcahiao-1,kkcahiao-1,Tumor,2
kkcakjak-1,kkcakjak-1,Tumor,17
kkcbfcgd-1,kkcbfcgd-1,Fibroblast,2
kkccekhb-1,kkccekhb-1,Tumor,2
kkcdknje-1,kkcdknje-1,Fibroblast,4
kkceahke-1,kkceahke-1,Fibroblast,3
kkcgcnpc-1,kkcgcnpc-1,Lymphocyte,1
kkcgnkhc-1,kkcgnkhc-1,Fibroblast,1
kkchjiie-1,kkchjiie-1,Fibroblast,1
kkclkdio-1,kkclkdio-1,Fibroblast,1
kkcofcen-1,kkcofcen-1,Fibroblast,4
kkcpkikk-1,kkcpkikk-1,Myeloid,1
kkdapnce-1,kkdapnce-1,Fibroblast,1
kkddlfkf-1,kkddlfkf-1,Fibroblast,1
kkddnfem-1,kkddnfem-1,Fibroblast,1
kkdfgbkm-1,kkdfgbkm-1,Lymphocyte,1
kkdgmgim-1,kkdgmgim-1,Endothelial-Mural Cell,4
kkdgpfle-1,kkdgpfle-1,Myeloid,1
kkdhbbja-1,kkdhbbja-1,Endothelial-Mural Cell,4
kkdhcgph-1,kkdhcgph-1,Fibroblast,3
kkdhjfej-1,kkdhjfej-1,Fibroblast,1
kkdjcekc-1,kkdjcekc-1,Fibroblast,1
kkdjjejm-1,kkdjjejm-1,Endothelial-Mural Cell,3
kkdjkbdf-1,kkdjkbdf-1,Fibroblast,1
kkdjknkk-1,kkdjknkk-1,Myeloid,3
kkdkdakc-1,kkdkdakc-1,Fibroblast,1
kkdkkdob-1,kkdkkdob-1,Fibroblast,1
kkdmjima-1,kkdmjima-1,Lymphocyte,1
kkdnhdco-1,kkdnhdco-1,Lymphocyte,1
kkdnjbgb-1,kkdnjbgb-1,Lymphocyte,1
kkdocnhl-1,kkdocnhl-1,Lymphocyte,1
kkdodama-1,kkdodama-1,Lymphocyte,1
kkdpilae-1,kkdpilae-1,Myeloid,9
kkebbmli-1,kkebbmli-1,Lymphocyte,1
kkeccbod-1,kkeccbod-1,Endothelial-Mural Cell,1
kkecjdfh-1,kkecjdfh-1,Myeloid,1
kkeglamf-1,kkeglamf-1,Fibroblast,2
kkegnmnc-1,kkegnmnc-1,Fibroblast,4
kkeifmfj-1,kkeifmfj-1,Myeloid,4
kkejekaf-1,kkejekaf-1,Fibroblast,4
kkelfmpi-1,kkelfmpi-1,Fibroblast,4
kkembdnb-1,kkembdnb-1,Myeloid,2
kkemmhgf-1,kkemmhgf-1,Myeloid,4
kkenfbfi-1,kkenfbfi-1,Tumor,0
kkenjfko-1,kkenjfko-1,Tumor,0
kkeogoih-1,kkeogoih-1,Tumor,2
kkeoimac-1,kkeoimac-1,Tumor,0
kkeopckc-1,kkeopckc-1,Endothelial-Mural Cell,3
kkepakon-1,kkepakon-1,Fibroblast,3
kkepmjfb-1,kkepmjfb-1,Myeloid,2
kkfalpod-1,kkfalpod-1,Endothelial-Mural Cell,2
kkfamepo-1,kkfamepo-1,Fibroblast,2
kkfdmddg-1,kkfdmddg-1,Fibroblast,1
kkffcegp-1,kkffcegp-1,Myeloid,1
kkffcpfi-1,kkffcpfi-1,Myeloid,9
kkfhigme-1,kkfhigme-1,Myeloid,1
kkfhjmbe-1,kkfhjmbe-1,Fibroblast,9
kkfjajbh-1,kkfjajbh-1,Fibroblast,9
kkfkbkjj-1,kkfkbkjj-1,Fibroblast,9
kkfkejmn-1,kkfkejmn-1,Fibroblast,9
kkfkhind-1,kkfkhind-1,Lymphocyte,9
kkfllgnp-1,kkfllgnp-1,Fibroblast,3
kkfmggkh-1,kkfmggkh-1,Endothelial-Mural Cell,3
kkfncjjj-1,kkfncjjj-1,Cholangiocyte,4
kkfoanei-1,kkfoanei-1,Endothelial-Mural Cell,3
kkgalmnn-1,kkgalmnn-1,Endothelial-Mural Cell,3
kkgbdehf-1,kkgbdehf-1,Myeloid,4
kkgcagmp-1,kkgcagmp-1,Fibroblast,10
kkgfnnhd-1,kkgfnnhd-1,Hepatocyte,4
kkghaikj-1,kkghaikj-1,Fibroblast,4
kkghblpe-1,kkghblpe-1,Hepatocyte,4
kkgjamio-1,kkgjamio-1,Lymphocyte,1
kkgjcfnm-1,kkgjcfnm-1,Lymphocyte,1
kkgjjgij-1,kkgjjgij-1,Endothelial-Mural Cell,3
kkgjnbgl-1,kkgjnbgl-1,Lymphocyte,1
kkgkfhmi-1,kkgkfhmi-1,Lymphocyte,3
kkgkmlhn-1,kkgkmlhn-1,Lymphocyte,4
kkgmilke-1,kkgmilke-1,Fibroblast,3
kkgnffcm-1,kkgnffcm-1,Myeloid,1
kkgnkbdk-1,kkgnkbdk-1,Myeloid,4
kkgnmpac-1,kkgnmpac-1,Endothelial-Mural Cell,4
kkgodmog-1,kkgodmog-1,Myeloid,4
kkgofejc-1,kkgofejc-1,Endothelial-Mural Cell,3
kkhadkhi-1,kkhadkhi-1,Fibroblast,3
kkhbbdne-1,kkhbbdne-1,Lymphocyte,3
kkhegoek-1,kkhegoek-1,Endothelial-Mural Cell,3
kkhekdej-1,kkhekdej-1,Endothelial-Mural Cell,3
kkhffhja-1,kkhffhja-1,Endothelial-Mural Cell,3
kkhfolpo-1,kkhfolpo-1,Myeloid,10
kkhganjh-1,kkhganjh-1,Fibroblast,10
kkhhajib-1,kkhhajib-1,Fibroblast,3
kkhhlkmh-1,kkhhlkmh-1,Lymphocyte,4
kkhhmckb-1,kkhhmckb-1,Fibroblast,1
kkhkbaea-1,kkhkbaea-1,Cholangiocyte,1
kkhkdljo-1,kkhkdljo-1,Myeloid,1
kkhleidp-1,kkhleidp-1,Hepatocyte,10
kkhlijpi-1,kkhlijpi-1,Hepatocyte,10
kkhmclee-1,kkhmclee-1,Hepatocyte,10
kkhmjmna-1,kkhmjmna-1,Fibroblast,10
kkhndgjk-1,kkhndgjk-1,Myeloid,10
kkhoofgg-1,kkhoofgg-1,Endothelial-Mural Cell,4
kkhopokc-1,kkhopokc-1,Myeloid,10
kkibkkib-1,kkibkkib-1,Endothelial-Mural Cell,4
kkibmjme-1,kkibmjme-1,Endothelial-Mural Cell,4
kkidjmef-1,kkidjmef-1,Lymphocyte,10
kkifdcff-1,kkifdcff-1,Myeloid,10
kkiffkol-1,kkiffkol-1,Hepatocyte,10
kkihlhgm-1,kkihlhgm-1,Myeloid,10
kkihpahg-1,kkihpahg-1,Fibroblast,10
kkiiphoi-1,kkiiphoi-1,Fibroblast,10
kkikalkd-1,kkikalkd-1,Lymphocyte,10
kkikmlal-1,kkikmlal-1,Hepatocyte,10
kkimaebk-1,kkimaebk-1,Myeloid,10
kkimemci-1,kkimemci-1,Myeloid,10
kkincioj-1,kkincioj-1,Endothelial-Mural Cell,10
kkipodpi-1,kkipodpi-1,Lymphocyte,10
kkjacjjf-1,kkjacjjf-1,Hepatocyte,4
kkjbclaf-1,kkjbclaf-1,Fibroblast,4
kkjbdohh-1,kkjbdohh-1,Endothelial-Mural Cell,4
kkjbjenp-1,kkjbjenp-1,Fibroblast,4
kkjbnkjm-1,kkjbnkjm-1,Endothelial-Mural Cell,10
kkjbonid-1,kkjbonid-1,Hepatocyte,10
kkjckfgh-1,kkjckfgh-1,Myeloid,10
kkjcpdaj-1,kkjcpdaj-1,Endothelial-Mural Cell,10
kkjdogef-1,kkjdogef-1,Lymphocyte,10
kkjejpli-1,kkjejpli-1,Hepatocyte,10
kkjfoagh-1,kkjfoagh-1,Myeloid,4
kkjgdibc-1,kkjgdibc-1,Lymphocyte,4
kkjhbbea-1,kkjhbbea-1,Fibroblast,4
kkjidemc-1,kkjidemc-1,Fibroblast,4
kkjkgfdf-1,kkjkgfdf-1,Myeloid,4
kkjmofdg-1,kkjmofdg-1,Endothelial-Mural Cell,4
kkjniekk-1,kkjniekk-1,Myeloid,4
kkjnpfak-1,kkjnpfak-1,Myeloid,4
kkjomlfj-1,kkjomlfj-1,Endothelial-Mural Cell,7
kkkccdml-1,kkkccdml-1,Myeloid,4
kkkcdpll-1,kkkcdpll-1,Myeloid,4
kkkeekaa-1,kkkeekaa-1,Lymphocyte,4
kkkfgghf-1,kkkfgghf-1,Fibroblast,4
kkkfpfai-1,kkkfpfai-1,Lymphocyte,4
kkkhihgc-1,kkkhihgc-1,Fibroblast,4
kkkifelc-1,kkkifelc-1,Lymphocyte,1
kkkjnjio-1,kkkjnjio-1,Fibroblast,9
kkknlaee-1,kkknlaee-1,Fibroblast,1
kkkodimo-1,kkkodimo-1,Myeloid,9
kkkpgija-1,kkkpgija-1,Fibroblast,9
kklaccba-1,kklaccba-1,Fibroblast,9
kkladain-1,kkladain-1,Fibroblast,9
kkladajb-1,kkladajb-1,Myeloid,9
kklbfdno-1,kklbfdno-1,Myeloid,9
kkldjmdo-1,kkldjmdo-1,Fibroblast,4
kklellac-1,kklellac-1,Fibroblast,4
kklgbaml-1,kklgbaml-1,Endothelial-Mural Cell,4
kklgelog-1,kklgelog-1,Lymphocyte,4
kkliogcl-1,kkliogcl-1,Fibroblast,9
kklipebo-1,kklipebo-1,Fibroblast,3
kklmmifg-1,kklmmifg-1,Fibroblast,3
kklobpom-1,kklobpom-1,Fibroblast,9
kklpocoi-1,kklpocoi-1,Fibroblast,9
kklpogoh-1,kklpogoh-1,Myeloid,9
kkmbconp-1,kkmbconp-1,Fibroblast,4
kkmcoecb-1,kkmcoecb-1,Fibroblast,4
kkmcpnko-1,kkmcpnko-1,Myeloid,1
kkmepdic-1,kkmepdic-1,Myeloid,7
kkmgggob-1,kkmgggob-1,Lymphocyte,4
kkmhbaef-1,kkmhbaef-1,Endothelial-Mural Cell,3
kkmibhnj-1,kkmibhnj-1,Endothelial-Mural Cell,3
kkmiemdm-1,kkmiemdm-1,Endothelial-Mural Cell,3
kkmjandp-1,kkmjandp-1,Fibroblast,4
kkmkamne-1,kkmkamne-1,Fibroblast,4
kkmkjblm-1,kkmkjblm-1,Lymphocyte,4
kkmlkfjn-1,kkmlkfjn-1,Fibroblast,4
kkmmohgk-1,kkmmohgk-1,Myeloid,3
kkmpfoma-1,kkmpfoma-1,Fibroblast,3
kkmpgojn-1,kkmpgojn-1,Myeloid,3
kkmphlom-1,kkmphlom-1,Lymphocyte,4
kkmpnlcn-1,kkmpnlcn-1,Myeloid,4
kknapdfc-1,kknapdfc-1,Myeloid,4
kknbmnbl-1,kknbmnbl-1,Myeloid,4
kknbooai-1,kknbooai-1,Fibroblast,4
kknbpdcd-1,kknbpdcd-1,Lymphocyte,4
kknceefi-1,kknceefi-1,Myeloid,4
kkncfacl-1,kkncfacl-1,Fibroblast,1
kkncjkfk-1,kkncjkfk-1,Fibroblast,7
kkndbnfi-1,kkndbnfi-1,Fibroblast,7
kknendpp-1,kknendpp-1,Fibroblast,9
kknfechi-1,kknfechi-1,Fibroblast,9
kknffnin-1,kknffnin-1,Myeloid,4
kknfmkhk-1,kknfmkhk-1,Lymphocyte,1
kknhfhkd-1,kknhfhkd-1,Myeloid,4
kknipkmk-1,kknipkmk-1,Myeloid,4
kknkapkg-1,kknkapkg-1,Fibroblast,4
kknmdpbc-1,kknmdpbc-1,Myeloid,4
kknmemhc-1,kknmemhc-1,Lymphocyte,4
kknmjifc-1,kknmjifc-1,Fibroblast,4
kknnopeb-1,kknnopeb-1,Fibroblast,4
kknojgjj-1,kknojgjj-1,Fibroblast,1
kknonmeg-1,kknonmeg-1,Fibroblast,1
kknpfjcg-1,kknpfjcg-1,Lymphocyte,1
kkoacjjn-1,kkoacjjn-1,Fibroblast,1
kkoahoig-1,kkoahoig-1,Fibroblast,1
kkoapeme-1,kkoapeme-1,Fibroblast,1
kkobfebm-1,kkobfebm-1,Myeloid,1
kkobhjmp-1,kkobhjmp-1,Lymphocyte,4
kkobnijn-1,kkobnijn-1,Fibroblast,1
kkodcmcm-1,kkodcmcm-1,Fibroblast,7
kkoeamgg-1,kkoeamgg-1,Myeloid,1
kkoeooff-1,kkoeooff-1,Lymphocyte,1
kkofdckj-1,kkofdckj-1,Fibroblast,4
kkofkpda-1,kkofkpda-1,Fibroblast,1
kkogajdd-1,kkogajdd-1,Lymphocyte,4
kkohdmfk-1,kkohdmfk-1,Fibroblast,4
kkohnnep-1,kkohnnep-1,Myeloid,4
kkohpalk-1,kkohpalk-1,Myeloid,4
kkoiaifn-1,kkoiaifn-1,Myeloid,4
kkojfale-1,kkojfale-1,Fibroblast,4
kkojfghd-1,kkojfghd-1,Fibroblast,4
kkojhjhh-1,kkojhjhh-1,Fibroblast,4
kkojpgpf-1,kkojpgpf-1,Fibroblast,4
kkokjhjh-1,kkokjhjh-1,Fibroblast,9
kkolnpig-1,kkolnpig-1,Lymphocyte,7
kkomeeid-1,kkomeeid-1,Fibroblast,9
kkomoipj-1,kkomoipj-1,Fibroblast,9
kkoogffd-1,kkoogffd-1,Endothelial-Mural Cell,3
kkoonkmg-1,kkoonkmg-1,Myeloid,1
kkopjlfp-1,kkopjlfp-1,Fibroblast,4
kkpabpgg-1,kkpabpgg-1,Fibroblast,3
kkpbplam-1,kkpbplam-1,Myeloid,4
kkpchdga-1,kkpchdga-1,Myeloid,4
kkpcikfj-1,kkpcikfj-1,Endothelial-Mural Cell,4
kkpdkpoo-1,kkpdkpoo-1,Fibroblast,4
kkpfncjb-1,kkpfncjb-1,Endothelial-Mural Cell,3
kkpgdjjk-1,kkpgdjjk-1,Fibroblast,9
kkphdfek-1,kkphdfek-1,Fibroblast,4
kkphkhjg-1,kkphkhjg-1,Myeloid,4
kkpihoek-1,kkpihoek-1,Myeloid,4
kkpldanj-1,kkpldanj-1,Fibroblast,4
kkpmgoad-1,kkpmgoad-1,Endothelial-Mural Cell,3
kkpnchib-1,kkpnchib-1,Lymphocyte,3
kkpocclj-1,kkpocclj-1,Fibroblast,9
kkpomlnl-1,kkpomlnl-1,Fibroblast,3
klaamlgd-1,klaamlgd-1,Myeloid,2
