,cell_id,banksy_leiden_0.7
aahfafef-1,aahfafef-1,10
aahfbohj-1,aahfbohj-1,10
aahfcjen-1,aahfcjen-1,10
aahfefda-1,aahfefda-1,10
aahfjdkl-1,aahfjdkl-1,10
aahgkdmo-1,aahgkdmo-1,10
aahhahcg-1,aahhahcg-1,4
aahhbkhd-1,aahhbkhd-1,10
aahhdigi-1,aahhdigi-1,10
aahhendl-1,aahhendl-1,10
aahhicke-1,aahhicke-1,10
aahhiijf-1,aahhiijf-1,10
aahhodad-1,aahhodad-1,10
aahieada-1,aahieada-1,10
aahinlph-1,aahinlph-1,10
aahipaop-1,aahipaop-1,4
aahjbgoj-1,aahjbgoj-1,10
aahjmlgh-1,aahjmlgh-1,10
aahjmohn-1,aahjmohn-1,10
aahjnplo-1,aahjnplo-1,10
aahkaiof-1,aahkaiof-1,10
aahkcnah-1,aahkcnah-1,10
aahknobm-1,aahknobm-1,10
aahlafhm-1,aahlafhm-1,10
aahlaneh-1,aahlaneh-1,10
aahlbiel-1,aahlbiel-1,10
aahlcbac-1,aahlcbac-1,4
aahlcfjn-1,aahlcfjn-1,10
aahljfbh-1,aahljfbh-1,10
aahljfci-1,aahljfci-1,4
aahlklmi-1,aahlklmi-1,10
aahlocnf-1,aahlocnf-1,4
aahmajoh-1,aahmajoh-1,10
aahmaolh-1,aahmaolh-1,10
aahmbaod-1,aahmbaod-1,10
aahmdikj-1,aahmdikj-1,10
aahmgoll-1,aahmgoll-1,10
aahmijia-1,aahmijia-1,10
aahmjpfm-1,aahmjpfm-1,10
aahmnbab-1,aahmnbab-1,10
aahmoicp-1,aahmoicp-1,10
aahnhink-1,aahnhink-1,10
aahoelnl-1,aahoelnl-1,10
aahoilck-1,aahoilck-1,10
aahokhlc-1,aahokhlc-1,10
aahomjki-1,aahomjki-1,10
aahonnnl-1,aahonnnl-1,10
aahpbdol-1,aahpbdol-1,10
aahpemgb-1,aahpemgb-1,10
aahpjfbg-1,aahpjfbg-1,10
aahpjjlg-1,aahpjjlg-1,10
aaiallff-1,aaiallff-1,10
aaiapdfi-1,aaiapdfi-1,10
aaibghoa-1,aaibghoa-1,10
aaicdddl-1,aaicdddl-1,10
aaicplgf-1,aaicplgf-1,10
aaidenbc-1,aaidenbc-1,10
aaidfpan-1,aaidfpan-1,10
aaidinmk-1,aaidinmk-1,10
aaidjbda-1,aaidjbda-1,10
aaidjcdc-1,aaidjcdc-1,10
aaidmjmf-1,aaidmjmf-1,10
aaiedjei-1,aaiedjei-1,10
aaieedag-1,aaieedag-1,4
