#Selection name: Selection 1
#Area (µm^2): 4868031.97
Cell ID,Cluster,Transcripts,Area (µm^2)
cnjlmipf-1,Cluster 23,0,119.81
cnkblbnb-1,Cluster 23,0,47.11
cnkbcleg-1,Cluster 23,0,17.99
cnjpodah-1,Cluster 23,0,64.19
kfppilmk-1,Cluster 23,0,75.92
kfpnjpol-1,Cluster 23,0,111.52
kfppjbom-1,Cluster 23,0,61.13
cnjliogp-1,Cluster 23,0,70.90
cnhncchp-1,Cluster 23,0,64.43
kgcnjlld-1,Cluster 1,0,58.80
cniafolj-1,Cluster 23,0,69.22
cnhkogeo-1,Cluster 23,0,122.36
kgagbcjg-1,Cluster 23,0,82.56
kgahcmep-1,Cluster 23,0,54.21
cnjkphmn-1,Cluster 23,0,73.19
cnhnchkn-1,Cluster 23,0,50.77
kgaiikbm-1,Cluster 23,0,152.53
cnjobbca-1,Cluster 23,0,104.96
kgacaloj-1,Cluster 23,0,127.37
cnjkfpam-1,Cluster 23,0,116.59
cnjpdmcc-1,Cluster 23,0,74.21
cnkbadpc-1,Cluster 23,0,72.30
cnhjkpjj-1,Cluster 23,0,78.93
cnhlafkb-1,Cluster 23,0,86.93
cnhhkjco-1,Cluster 23,0,69.81
cnibecac-1,Cluster 23,0,80.10
kgaahfak-1,Cluster 23,0,37.83
kgabncgo-1,Cluster 23,0,45.42
cniajfbg-1,Cluster 19,0,86.45
cnhinama-1,Cluster 23,0,55.46
cnhimpek-1,Cluster 23,0,67.60
kfppjedc-1,Cluster 23,0,79.87
kfppnbem-1,Cluster 23,0,26.95
cniaeglg-1,Cluster 23,0,103.69
cnhnaoin-1,Cluster 23,0,36.10
kgabobpo-1,Cluster 23,0,35.87
cnhiaoje-1,Cluster 23,0,95.51
cnhklcco-1,Cluster 23,0,53.29
cnhknabi-1,Cluster 23,0,66.53
cnhppkka-1,Cluster 2,0,96.29
cnibfnnf-1,Cluster 23,0,54.60
cnhfdlmo-1,Cluster 23,0,55.53
cnhomapl-1,Cluster 23,0,27.24
cnhdkfch-1,Cluster 23,0,38.14
cnidppei-1,Cluster 23,0,33.04
kgahglea-1,Cluster 23,0,19.67
cnhhcmog-1,Cluster 23,0,55.36
kgahlfea-1,Cluster 23,0,55.05
cnhkondg-1,Cluster 23,0,49.56
cnhpohlj-1,Cluster 23,0,68.00
kgcoaeac-1,Cluster 23,0,124.72
kgaholep-1,Cluster 23,0,69.48
cnibcehk-1,Cluster 23,0,88.86
cnhljcoc-1,Cluster 23,0,74.30
cnhlldhf-1,Cluster 23,0,52.61
kgaeaonc-1,Cluster 23,0,60.60
cniefael-1,Cluster 23,0,95.22
cnhmmjii-1,Cluster 23,0,67.18
kgaedcjk-1,Cluster 23,0,81.55
cnhmhpcj-1,Cluster 23,0,119.55
kgafhbom-1,Cluster 23,0,32.46
cnicmfcl-1,Cluster 23,0,73.54
cnhdboke-1,Cluster 23,0,46.33
kgafnbkg-1,Cluster 23,0,42.84
cnhemdgi-1,Cluster 23,0,94.28
cnhpbbei-1,Cluster 23,0,38.93
kgcochcf-1,Cluster 23,0,53.58
cnhlmpeg-1,Cluster 23,0,68.72
cnhindkh-1,Cluster 23,0,182.86
kgadcjgh-1,Cluster 23,0,91.21
kgaepkoa-1,Cluster 23,0,103.11
kgackenf-1,Cluster 23,0,58.71
kfhbgkgo-1,Cluster 23,0,164.97
cnhlohjm-1,Cluster 23,0,80.16
cnhofcab-1,Cluster 23,0,128.05
cnhfbnna-1,Cluster 23,0,79.34
cnhjdpge-1,Cluster 23,0,108.03
cnhkehfh-1,Cluster 23,0,36.43
cnhmmaoo-1,Cluster 23,0,54.41
kfhbmkkc-1,Cluster 23,0,37.64
kgaeihgc-1,Cluster 23,0,35.35
cnhjcidi-1,Cluster 23,0,89.06
cnhfdloi-1,Cluster 23,0,46.32
kfhajjhc-1,Cluster 23,0,70.83
cnhjpncl-1,Cluster 23,0,105.65
oajljfbd-1,Cluster 4,0,15.82
oakegmcm-1,Cluster 4,0,166.29
oajoiiff-1,Cluster 4,0,63.44
oajmgeoh-1,Cluster 4,0,123.78
oajlpeeg-1,Cluster 4,0,92.16
oajknklh-1,Cluster 6,0,155.79
oajplefd-1,Cluster 4,0,59.94
inbnfdbm-1,Cluster 4,0,39.10
oakenaaa-1,Cluster 4,0,82.11
oakaaipj-1,Cluster 4,0,29.97
oakchena-1,Cluster 4,0,87.86
inbnadbi-1,Cluster 1,0,57.92
oakajhnh-1,Cluster 4,0,125.19
oakbpkcf-1,Cluster 4,0,145.22
oakdhmdp-1,Cluster 4,0,147.07
oakemkfd-1,Cluster 4,0,65.62
oakelnni-1,Cluster 4,0,60.93
oakdjlcm-1,Cluster 4,0,88.93
oakdofjj-1,Cluster 4,0,125.79
oakeipkj-1,Cluster 4,0,153.22
oakaddhj-1,Cluster 4,0,94.11
inbklfmg-1,Cluster 4,0,49.11
inbgdjbh-1,Cluster 4,0,35.39
inbgljdb-1,Cluster 4,0,46.23
oajopigi-1,Cluster 4,0,48.60
oakhmbkf-1,Cluster 4,0,11.64
inbpoaia-1,Cluster 4,0,33.80
oakilppi-1,Cluster 4,0,17.62
oajldkfa-1,Cluster 4,0,21.59
inbmminb-1,Cluster 4,0,20.55
oajochfo-1,Cluster 4,0,47.55
oakkfila-1,Cluster 4,0,76.59
oajldehk-1,Cluster 4,0,40.31
oakhkpah-1,Cluster 4,0,40.56
oakioipk-1,Cluster 4,0,52.79
oajmemjd-1,Cluster 4,0,29.41
oajglboe-1,Cluster 4,0,27.90
oajigonb-1,Cluster 4,0,38.33
oajgogmm-1,Cluster 4,0,160.24
oajhdgbk-1,Cluster 4,0,48.30
oajpbkci-1,Cluster 4,0,44.15
oajhikpk-1,Cluster 4,0,50.08
oajjijde-1,Cluster 4,0,76.82
oajjjlki-1,Cluster 4,0,130.03
inbhophl-1,Cluster 4,0,37.46
oajklckh-1,Cluster 4,0,25.24
imoiofhe-1,Cluster 4,0,98.64
inaooakk-1,Cluster 4,0,51.58
inbjbjba-1,Cluster 4,0,31.92
inbkcfig-1,Cluster 4,0,36.48
inbhfihn-1,Cluster 4,0,54.92
inaopfgg-1,Cluster 4,0,31.80
inbpolfi-1,Cluster 4,0,30.40
incaoela-1,Cluster 4,0,65.67
inbojegl-1,Cluster 4,0,192.44
inbfenpf-1,Cluster 4,0,62.48
inbomfll-1,Cluster 4,0,62.10
inbhdhha-1,Cluster 4,0,37.98
inbgohla-1,Cluster 4,0,30.62
inbmhend-1,Cluster 4,0,46.67
imokdcco-1,Cluster 4,0,45.23
inaohpfo-1,Cluster 4,0,36.74
oakmfpko-1,Cluster 4,0,49.95
oaklbonl-1,Cluster 4,0,48.24
oakmfhdm-1,Cluster 4,0,17.14
incdioii-1,Cluster 4,0,32.32
oakgnohe-1,Cluster 4,0,57.21
imojajdk-1,Cluster 4,0,28.82
oaiphpgo-1,Cluster 4,0,22.74
oajifgij-1,Cluster 4,0,22.89
imohhlci-1,Cluster 4,0,101.00
oajagopm-1,Cluster 4,0,20.36
incckkka-1,Cluster 4,0,62.63
inbaadpe-1,Cluster 4,0,46.12
oajabbkb-1,Cluster 4,0,14.20
oajaminm-1,Cluster 4,0,142.94
oajgdkej-1,Cluster 4,0,125.13
oakgfelk-1,Cluster 4,0,58.68
oajjdckn-1,Cluster 4,0,97.52
oajbifki-1,Cluster 4,0,63.42
oajbhdhi-1,Cluster 4,0,120.27
imokdopi-1,Cluster 4,0,128.15
incaofpj-1,Cluster 4,0,30.94
oaljnfal-1,Cluster 4,0,106.93
inflfmfp-1,Cluster 3,0,132.62
infgeofm-1,Cluster 8,0,71.60
oambjlln-1,Cluster 4,0,86.07
oalnhekl-1,Cluster 3,0,51.46
amljkacj-1,Cluster 3,0,170.06
