#Selection name: Selection 1
#Area (µm^2): 8183508.86
Cell ID,Cluster,Transcripts,Area (µm^2)
khkjjgde-1,Cluster 18,0,109.31
khkkkkod-1,Cluster 18,0,80.42
agkaglkb-1,Cluster 18,0,108.31
agkbimff-1,Cluster 18,0,92.34
khjinegj-1,Cluster 18,0,69.46
khjiojgl-1,Cluster 18,0,120.39
agjiepki-1,Cluster 18,0,167.28
khjggmca-1,Cluster 2,0,16.27
khjgecio-1,Cluster 18,0,118.21
khjghebo-1,Cluster 16,0,62.87
khjdoidl-1,Cluster 18,0,120.27
khjdpaoh-1,Cluster 21,0,112.44
khjjcdff-1,Cluster 18,0,87.62
khjfpgng-1,Cluster 21,0,146.65
khjfmkkl-1,Cluster 18,0,187.42
khjefflc-1,Cluster 18,0,57.13
khkcdffo-1,Cluster 21,0,146.55
khjipljb-1,Cluster 18,0,43.61
agjldlen-1,Cluster 3,0,36.31
khjedabg-1,Cluster 18,0,89.53
khjfdfkn-1,Cluster 21,0,115.76
khjjcodm-1,Cluster 18,0,122.90
khkccaoj-1,Cluster 18,0,82.00
khkcahjn-1,Cluster 18,0,42.74
khkcdjln-1,Cluster 18,0,72.69
khjfadbh-1,Cluster 18,0,132.56
khjenmfa-1,Cluster 18,0,90.97
khjdnlem-1,Cluster 7,0,169.71
khkkhnnm-1,Cluster 18,0,81.28
khkiphjc-1,Cluster 15,0,177.48
khjidilo-1,Cluster 10,0,39.10
khjikedg-1,Cluster 10,0,50.04
agjllbjp-1,Cluster 7,0,88.29
agkdjndi-1,Cluster 10,0,53.63
khklgeoi-1,Cluster 10,0,68.17
agkbmajd-1,Cluster 18,0,66.96
khjdobgd-1,Cluster 21,0,122.28
agkbgcfk-1,Cluster 18,0,50.97
khkdeonc-1,Cluster 23,0,156.31
khkdfeae-1,Cluster 10,0,82.06
khjfghmc-1,Cluster 23,0,144.03
khjiiepa-1,Cluster 21,0,144.01
khjdioij-1,Cluster 21,0,86.70
khkfapjk-1,Cluster 18,0,63.33
agjmimng-1,Cluster 18,0,155.56
khkahamm-1,Cluster 16,0,158.74
agjkkajb-1,Cluster 18,0,29.35
agjkkjci-1,Cluster 18,0,277.76
khjppoin-1,Cluster 18,0,99.47
agjjjdgl-1,Cluster 18,0,161.85
agjkipod-1,Cluster 18,0,30.72
agjkjmml-1,Cluster 16,0,213.48
khkaapfd-1,Cluster 18,0,42.38
agjjlemn-1,Cluster 18,0,46.90
agjkgiip-1,Cluster 18,0,87.27
khjpkpme-1,Cluster 2,0,30.55
khhlmmgn-1,Cluster 18,0,59.14
khjmmcmj-1,Cluster 2,0,12.38
khkaedao-1,Cluster 18,0,67.41
khhmlejj-1,Cluster 18,0,46.25
khjmkehh-1,Cluster 18,0,51.75
agjkhicd-1,Cluster 18,0,64.48
agjjlkpe-1,Cluster 18,0,151.06
agjmbfml-1,Cluster 18,0,116.31
khjnbjib-1,Cluster 16,0,130.11
khjnepjh-1,Cluster 18,0,42.94
oedepmba-1,Cluster 1,0,30.05
oedeopcd-1,Cluster 13,0,24.81
khkdbngn-1,Cluster 18,0,105.67
khkddilm-1,Cluster 18,0,86.45
khkcefmm-1,Cluster 18,0,100.44
khkdnbih-1,Cluster 16,0,109.14
khkchjkj-1,Cluster 18,0,65.89
khkcjnpd-1,Cluster 18,0,65.40
khkcphak-1,Cluster 16,0,91.18
khkcpmic-1,Cluster 18,0,51.56
khkcdnok-1,Cluster 18,0,48.71
agjmcjbg-1,Cluster 18,0,92.63
agjmapoo-1,Cluster 18,0,170.26
agjmdoig-1,Cluster 18,0,67.92
khkgbjme-1,Cluster 18,0,46.23
khjpnlle-1,Cluster 18,0,39.85
agjmegif-1,Cluster 18,0,46.48
khkgamol-1,Cluster 18,0,56.45
khkgedcj-1,Cluster 1,0,32.85
khkgnbhh-1,Cluster 2,0,88.37
khkgbomm-1,Cluster 16,0,82.59
khkgjcif-1,Cluster 2,0,70.22
khjpnpfg-1,Cluster 18,0,151.48
khkggija-1,Cluster 2,0,159.11
khjpkbdi-1,Cluster 20,0,94.13
oedeknpg-1,Cluster 27,0,17.22
khhhdojd-1,Cluster 18,0,55.46
khhmgdfb-1,Cluster 1,0,21.00
khjpkaeb-1,Cluster 2,0,18.58
khhhiage-1,Cluster 18,0,173.57
khkfkpfj-1,Cluster 18,0,141.21
khkfklpk-1,Cluster 2,0,65.51
khkhclig-1,Cluster 18,0,63.24
agmmfnjc-1,Cluster 16,0,133.76
khkhklla-1,Cluster 1,0,17.26
khkfnboe-1,Cluster 18,0,28.17
khkhhpfm-1,Cluster 18,0,53.65
agjmjojm-1,Cluster 18,0,99.62
agjmjoie-1,Cluster 18,0,80.76
khkhfhpm-1,Cluster 1,0,26.72
agjlpnpi-1,Cluster 18,0,103.02
khjplobi-1,Cluster 2,0,68.45
agjmadck-1,Cluster 18,0,91.30
khkhhfpe-1,Cluster 18,0,50.63
khkhebae-1,Cluster 18,0,68.98
khkhapeg-1,Cluster 20,0,183.98
agjngfgc-1,Cluster 16,0,107.54
agjknfnp-1,Cluster 14,0,67.73
agjlaing-1,Cluster 20,0,101.58
agjkndop-1,Cluster 7,0,232.16
agjlhmpk-1,Cluster 18,0,32.05
khkdmkgi-1,Cluster 2,0,18.37
agjnfmme-1,Cluster 18,0,74.04
khkahdof-1,Cluster 21,0,70.28
khkedjdj-1,Cluster 6,0,31.62
oedeolkm-1,Cluster 5,0,24.66
agjkmfda-1,Cluster 23,0,138.57
khkbpcbd-1,Cluster 18,0,33.44
khkailao-1,Cluster 18,0,105.62
khkalggo-1,Cluster 18,0,98.68
khkambed-1,Cluster 18,0,41.93
khkeaabn-1,Cluster 18,0,33.84
khkaijlf-1,Cluster 2,0,17.01
agjmidim-1,Cluster 18,0,48.47
khjlmbaa-1,Cluster 18,0,61.29
khkddneh-1,Cluster 10,0,94.89
agjllghd-1,Cluster 7,0,168.84
agjnpeko-1,Cluster 7,0,176.57
agjlmind-1,Cluster 21,0,129.04
agjlkool-1,Cluster 10,0,98.41
agjpjaop-1,Cluster 10,0,39.66
agjlnbci-1,Cluster 10,0,97.80
agjplgll-1,Cluster 15,0,180.14
agjlnopg-1,Cluster 10,0,41.06
agjphepb-1,Cluster 7,0,165.38
agjlngai-1,Cluster 7,0,120.54
agjljngm-1,Cluster 18,0,115.49
agjlmoja-1,Cluster 18,0,133.97
khkdhaka-1,Cluster 3,0,38.41
khkdihop-1,Cluster 14,0,105.27
khkdhmon-1,Cluster 10,0,51.21
agjhlfcd-1,Cluster 21,0,86.06
agjncljd-1,Cluster 16,0,159.75
agjlofgk-1,Cluster 16,0,85.20
khkedmcb-1,Cluster 18,0,106.83
agjhjmig-1,Cluster 18,0,99.75
khkfckpg-1,Cluster 18,0,27.25
khkfgpgc-1,Cluster 2,0,66.70
khkffpho-1,Cluster 2,0,26.40
khkfbgcl-1,Cluster 18,0,48.56
khkfblgh-1,Cluster 16,0,57.25
agmmdfil-1,Cluster 20,0,53.46
khkfajcp-1,Cluster 2,0,16.81
agmmehne-1,Cluster 16,0,105.74
agjnfdni-1,Cluster 18,0,93.55
agjmpnei-1,Cluster 18,0,47.13
agjmkkkd-1,Cluster 16,0,138.40
agjmjbdn-1,Cluster 18,0,74.54
khlaodgm-1,Cluster 21,0,53.58
agjpdpag-1,Cluster 18,0,52.74
agjnmfgo-1,Cluster 18,0,87.13
agjhnpjo-1,Cluster 20,0,30.97
agjhpgll-1,Cluster 17,0,84.55
khkeegpb-1,Cluster 1,0,10.50
agjnhbem-1,Cluster 16,0,81.42
agjmmhjf-1,Cluster 16,0,147.71
khkepbca-1,Cluster 2,0,17.84
khkeihbe-1,Cluster 1,0,27.92
agjhlfin-1,Cluster 18,0,67.15
agjhnbbk-1,Cluster 16,0,99.95
agkjlbpn-1,Cluster 10,0,38.85
khlaldgo-1,Cluster 7,0,79.59
khkegibm-1,Cluster 10,0,31.91
agjnhofl-1,Cluster 20,0,29.65
klfjbion-1,Cluster 18,0,106.11
klfmdmho-1,Cluster 2,0,58.13
agiejdik-1,Cluster 3,0,40.13
klebifmn-1,Cluster 9,0,91.33
kldnjnao-1,Cluster 6,0,38.37
kldpplml-1,Cluster 6,0,101.20
kldpgmam-1,Cluster 8,0,92.93
kldpndma-1,Cluster 13,0,38.99
kldnnbaa-1,Cluster 6,0,59.79
klebjfpf-1,Cluster 6,0,100.69
agfalpfm-1,Cluster 15,0,74.73
kldnpkml-1,Cluster 13,0,39.78
kldnmgpg-1,Cluster 12,0,75.64
agfcceoo-1,Cluster 3,0,57.39
kldoopcn-1,Cluster 9,0,67.86
klebcgfk-1,Cluster 9,0,58.31
klealkca-1,Cluster 3,0,144.55
oeijdkbe-1,Cluster 5,0,9.18
kldphbia-1,Cluster 6,0,51.30
kldpcmci-1,Cluster 15,0,140.98
kldnncff-1,Cluster 11,0,58.59
agfbmlbi-1,Cluster 15,0,48.67
kldpabeb-1,Cluster 12,0,27.55
agidbeep-1,Cluster 3,0,54.15
klfbgldg-1,Cluster 12,0,120.75
klfbbibf-1,Cluster 11,0,37.81
oeijfbcp-1,Cluster 6,0,65.58
klfbbmne-1,Cluster 11,0,22.25
klfbhmfl-1,Cluster 1,0,21.96
klfbgigg-1,Cluster 6,0,113.73
klfbceao-1,Cluster 11,0,42.34
klfbcpfk-1,Cluster 11,0,30.44
klfbeefg-1,Cluster 11,0,25.80
oeijmmla-1,Cluster 11,0,25.35
klfbgeid-1,Cluster 12,0,66.29
klfbgiko-1,Cluster 12,0,49.81
klfbiehi-1,Cluster 1,0,29.07
klfbhbni-1,Cluster 13,0,45.26
agfdmpah-1,Cluster 12,0,148.88
kldoolac-1,Cluster 12,0,49.50
kldpaegm-1,Cluster 9,0,35.87
oeijcfgj-1,Cluster 12,0,28.54
oeijcgco-1,Cluster 11,0,18.48
klebgjlf-1,Cluster 22,0,47.87
kleanfij-1,Cluster 22,0,71.04
klebcbng-1,Cluster 9,0,74.36
kleaiaof-1,Cluster 15,0,118.15
agfcdhla-1,Cluster 12,0,103.35
kleacilg-1,Cluster 15,0,45.58
agfbilkd-1,Cluster 15,0,115.92
kleaflom-1,Cluster 7,0,59.58
klebocei-1,Cluster 7,0,100.19
klebnlpo-1,Cluster 20,0,25.98
kleampcb-1,Cluster 2,0,73.93
agfbille-1,Cluster 3,0,57.52
agfbicjk-1,Cluster 15,0,199.12
agiddkad-1,Cluster 3,0,88.01
agieicao-1,Cluster 2,0,35.39
klefndio-1,Cluster 2,0,91.51
agfdmpoa-1,Cluster 12,0,57.20
agicjmcb-1,Cluster 3,0,58.76
agfdnmco-1,Cluster 13,0,71.04
klefdgjd-1,Cluster 3,0,65.02
kleejjmh-1,Cluster 2,0,42.58
oeijfjop-1,Cluster 5,0,7.58
oeijefbn-1,Cluster 9,0,16.48
oeijgpcg-1,Cluster 5,0,5.77
klefaipe-1,Cluster 13,0,92.92
kleepoog-1,Cluster 12,0,67.56
kleenodn-1,Cluster 13,0,29.21
klfmcapn-1,Cluster 13,0,111.80
kleeoaaj-1,Cluster 13,0,73.81
aghijffm-1,Cluster 3,0,80.65
kldnapbn-1,Cluster 11,0,82.03
