#Selection names:,"Selection 1, Selection 2, Selection 4"
"#Areas (µm^2): 9480310.9, 8554519.1, 2573290.4"
Selection,X,Y
Selection 2,2943.242610716686,1636.8280362853068
Selection 2,2857.227618422212,1637.9153956218593
Selection 2,2784.942566407196,1658.899807892945
Selection 2,2723.125376661979,1681.0689549635586
Selection 2,2658.28954756454,1692.6241765699108
Selection 2,2570.278358279081,1682.1887727877695
Selection 2,2499.98950325505,1655.4592082011663
Selection 2,2423.1602629678728,1654.5179120590758
Selection 2,2380.201454552123,1706.9545988710463
Selection 2,2356.4743000739118,1792.8235279710582
Selection 2,2271.3519161900404,1813.0938535136615
Selection 2,2200.3489744375265,1797.5786964129977
Selection 2,2089.357175889997,1758.0604876890272
Selection 2,1991.6895865261963,1724.5308699380116
Selection 2,1893.3241396777423,1706.1593659234184
Selection 2,1794.8937758539714,1682.4971284205235
Selection 2,1734.2937793959402,1669.44881638189
Selection 2,1651.0215293085917,1603.3146477781197
Selection 2,1578.5092678799676,1601.318450787135
Selection 2,1492.0885444897647,1657.763760824905
Selection 2,1434.7506260413916,1712.4563125291272
Selection 2,1364.2183323599227,1817.0213305203147
Selection 2,1269.9588842002431,1900.4396438021254
Selection 2,1144.4743709132858,1919.3954005945684
Selection 2,1059.5791964430227,1923.7610671846085
Selection 2,988.3490452769012,1885.930699818869
Selection 2,943.8646879412115,1827.456734302456
Selection 2,872.5858490436025,1783.2645033556912
Selection 2,723.309264303117,1665.991987446282
Selection 2,636.1582249406031,1539.971909112963
Selection 2,539.9837260090834,1182.9934618470668
Selection 2,510.8684625795955,577.1395604612163
Selection 2,562.47745795628,242.24911404678772
Selection 2,776.2977454052788,-72.12756816760007
Selection 2,1030.2691820875848,-210.2384331536328
Selection 2,1273.6753810371176,-221.63136232169327
Selection 2,1783.0788863463526,-103.09296539361071
Selection 2,2033.99922518878,70.39765113996044
Selection 2,2154.030712549144,155.06561619661528
Selection 2,2245.417584551065,222.61172901352103
Selection 2,2390.6530875780927,287.05805625906
Selection 4,5687.3045302512965,3954.8086527465985
Selection 4,5749.9746436642945,4017.0611441904034
Selection 4,5756.673013927913,4023.8824203304193
Selection 4,5830.416539765919,4106.183267812543
Selection 4,5973.156351966108,4440.963511882539
Selection 4,6086.859650867583,4929.207105868333
Selection 4,6179.561408139775,5221.231468186835
Selection 4,6218.184579797431,5378.19763557994
Selection 4,6267.346930356101,5636.914505394941
Selection 4,6389.4231920871,5865.012448752624
Selection 4,6539.767805389333,6244.06953479452
Selection 4,6588.284900096921,6634.357145292165
Selection 4,6573.305746411076,6796.9462565304175
Selection 4,6495.706048701125,7068.291705145178
Selection 4,6306.246640235649,7322.6300531135485
Selection 4,6133.717516243815,7505.698356006398
Selection 4,6047.837035111638,7571.529816051368
Selection 4,5881.37638876689,7556.504572661873
Selection 4,5817.43460657152,7516.683068709351
Selection 4,5753.861542005339,7467.50535491613
Selection 4,5690.518925957403,7419.433794010481
Selection 4,5671.253429832223,7340.174866969175
Selection 4,5627.038040798519,7256.1994269211455
Selection 4,5724.22586255919,7251.498277148973
Selection 4,5788.459546211004,7177.616482200022
Selection 4,5910.98134174394,7039.977263870294
Selection 4,5893.60552346836,6983.240838678678
Selection 4,5884.37221950406,6895.224867944109
Selection 4,5905.358397898792,6821.22016711876
Selection 4,5979.286282551392,6735.001694826492
Selection 4,5996.692827296071,6667.541731919267
Selection 4,6024.961178867306,6558.539582789966
Selection 4,6042.490629488383,6443.622588359073
Selection 4,6047.706797709498,6381.08878004563
Selection 4,6033.754491988381,6317.689761224908
Selection 4,6027.052863661686,6249.510785814543
Selection 4,5998.889876187581,6194.008384467924
Selection 4,5920.246671486379,6183.592600683062
Selection 4,5817.041595255293,6199.305093121311
Selection 4,5728.999962394727,6202.95465457151
Selection 4,5654.829892745317,6188.7601213205135
Selection 4,5604.381972522206,6145.724363511745
Selection 4,5564.866588147699,6053.064259081457
Selection 4,5532.052832099887,5923.488679097381
Selection 4,5522.218394386739,5847.978283782633
Selection 4,5519.457000546102,5731.983593973858
Selection 4,5510.220057406658,5662.706520428033
Selection 4,5527.079093486342,5599.743511161095
Selection 4,5570.211742307062,5530.062725065471
Selection 4,5556.097951566025,5451.096550324429
Selection 4,5529.517517287139,5368.965269192946
Selection 4,5461.2739478688045,5268.650774818436
Selection 4,5479.909319167612,5205.171013487751
Selection 4,5503.340795558052,5102.78951085826
Selection 4,5471.286019103866,5008.256180196897
Selection 4,5418.7710906257735,4918.583548635135
Selection 4,5350.333739183536,4873.642267591306
Selection 4,5306.555150283134,4820.416805025564
Selection 4,5280.992071629745,4759.843774053447
Selection 4,5250.164581326952,4669.218380874156
Selection 4,5229.187677239302,4606.67523265901
Selection 4,5211.262840028145,4496.36481555143
Selection 4,5196.357772689497,4414.6533954717415
Selection 4,5168.388567239296,4342.308106547432
Selection 4,5125.950304004232,4277.665653073322
Selection 4,5059.273139279126,4173.071805670922
Selection 4,5027.896599908605,4062.955170587246
Selection 4,5011.8934344345,3951.207536802375
Selection 4,5040.024124904622,3812.249677160928
Selection 4,5166.2892619803315,3764.4016657585325
Selection 4,5243.414507494283,3764.466259766501
Selection 4,5329.841290155646,3775.5441321330363
Selection 4,5510.704512466419,3818.014692372084
Selection 4,5584.64850308794,3867.9620090334433
Selection 4,5687.3045302512965,3954.8086527465985
